price_value,bathrooms,expenses_value,CARD_CONTACT_MODAL,description,phone,parking,CARD_VIEWPHONE,price_type,square_meters_area,url,rooms,location,POSTING_CARD_FEATURES,expenses_type,bedrooms,CARD_WHATSAPP,POSTING_CARD_GALLERY,CARD_FAV,address
75000,1,65000,Contactar,"Muy lindo 2 ambientes. Excelente ubicación. Ubicado en edificio de estilo, bien mantenido. El depto se compone de: - Living - Comedor - Cocina completa- Comedor diario- Lavadero- Baño completo- Habitacion con enorme placard con bauleraMuy lindo depto,, ambientes amplios, con techos altos. Ubicada sobre Av. Rivadavia, a 2 cuadras del Congreso Nacional. Datos útiles: Barrio: Balvanera - Comuna: Comuna 3 - Área Hospitalaria: htal. Dr. J. M. Ramos mejíacomisaría Comunal: 3 - Comisaría Vecinal: 3C - Distrito Escolar: Distrito Escolar iiitransportes CercanosColectivos: 2, 5, 6, 7, 8, 12, 37, 50, 56, 60, 64, 86, 90, 95, 98, 103, 105, 146, 150, 151, 168Subtes (Metro) : congreso (Línea A) , pasco (Línea A) -Todas las operaciones inmobiliarias se encuentran a cargo del profesional matriculado de la oficina corredor inmobiliario Dario Nievas, Matricula 5252. La intermediación y la conclusión de las mismas serán llevadas exclusivamente por él. Cada oficina es de propiedad y de gestión independiente. En el cumplimiento de la ley nacional 25. 028, ley 22. 802 de lealtad comercial. Ley 24. 240 de defensa al consumidor, las normas del código civil y comercial de la nación y constitucionales. Los agentes no ejercen el corretaje inmobiliario. Queremos ayudarte con tus sueños y proyectos!",,,,USD,60,/propiedades/clasificado/veclapin-av-rivadavia-al-1900-depto-3-amb.-en-venta-barrio-55075080.html,2,"Congreso, Capital Federal",60 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,29,,Av Rivadavia al 1900
84000,1,65000,Contactar,"¡ 2 ambientes al frente! ¡ con patio único, todo luz! #Departamento | #Estándar | #2amb | #Patio | #Frente | #BoedoVirrey Liniers 800, Piso 2- Ciudad Autónoma de Buenos Aires· Características: ~ Departamento de dos (2) ambientes, dispuesto hacia el frente, con patio propio hacia el interior, en excelente ubicación del barrio de Boedo. ~ Orientación hacia el E (Este) con la calidez propia del sol de la mañana. Ventilación cruzada. Todos sus ambientes cuentan con ventanas/ventanales que iluminan hacia el exterior. ~ Disfruta de su amplio patio privado, perfecto para reuniones inolvidables con amigos y familiares, y momentos de ocio y confort en tu propio espacio. ~ Su disposición dentro del plano del edificio lo hace ideal puesto que no comparte vistas con unidades vecinas, brindando confidencialidad, tranquilidad y bienestar. ~ Segundo piso por escaleras. La unidad ha sido reciclada íntegramente e incorporando mínimos detalles, se encontraría lista para ser habitada. ~ A 37 metros de Avenida Independencia. A 237 metros de Avenida Boedo. A 363 metros de Avenida San Juan. A 737 metros de Avenida Jujuy. ~ Conectividad con medios de transporte. Múltiples colectivos y subte/metro Línea E · Estación Boedo. Cercanía a subida/bajada a Autopista (au) 25 de Mayo. ~ Su oferta comercial incluye actividades recreativas y culturales, locales gastronómicos, farmacias, paseos, instituciones médicas y educativas. · Edificio: ~ Entre medianeras, construido en el año 2004. Su fachada combina ladrillo visto con hormigón pintado en color blanco y cerámicas marmoladas color verde imperial. ~ Su planta baja se encuentra revestida en ladrillo visto. Su hall de ingreso posee pisos de porcelanato y paredes pintadas de blanco. Sus palieres semi-privados garantizan un habitar pacífico. ~ 3 pisos. 3 departamentos por cada piso. No cuenta con ascensor. Expensas comunes en valores estándar. Previsibles gastos de mantenimiento mensuales. · Distribución: ~ Hall de recepción (2. 00m x 1. 00m) . ~ Living comedor (5. 00m x 3. 00m) . ~ Patio interior (4. 20m x 3. 20m) . ~ Cocina (3. 50m x 2. 20m) . ~ Distribuidor (1. 05m x 2. 20m) . ~ Baño completo con bañera (2. 00m x 1. 60m) . ~ Dormitorio (3. 50m x 2. 85m) . · Equipamiento: ~ Paredes pintadas en tonalidades claras conservan su natural luminosidad. Pisos revestidos en cerámicas símil madera en hall de recepción, living comedor y dormitorio. ~ Su cocina posee pisos revestidos en cerámicas anaranjadas y paredes revestidas en cerámicas blancas. Cuenta con termotanque a gas instalado en su patio interior. ~ Mobiliario de cocina (alacena/bajo mesada) de melamina / mdf color blanco. Bacha doble de acero inoxidable. Mesada de cocina de granito modelo rosa de salto. ~ Baño con pisos revestidos en cerámicas color terracota imperial y paredes combinadas con guarda y cerámicas gris. Cuenta con vanitory, artefactos completos y bañera. ~ Cuenta con placares empotrados con divisores, estantes, barrales, cajoneras y demás interiores a medida en distribuidor. Aire acondicionado split F/C en su dormitorio único. ~ Calefacción individual a través de estufas. Conexión para carga y descarga de lavarropas. Espacio de tendido en patio. Aberturas línea módena de aluminio color blanco instaladas. · Superficies: ~ 48. 18M2: Superficie cubierta~ 12. 28M2: Superficie descubierta~ 60. 46M2: Superficie total#Nota: El edificio no cuenta con accesibilidad para personas con movilidad reducida (Ley 5115) . Las imágenes en este anuncio publicadas son meramente ilustrativas y no poseen carácter contractual. El importe de expensas anunciado ha sido extraído de su última facturación, es orientativo, no vinculante y está sujeto a modificaciones y/o variaciones sin previa publicidad. Las medidas expresadas en el presente aviso son aproximadas y a título informativo. Las medidas originales surgirán de los respectivos planos y/o escritura del inmueble. Somos especialistas en operaciones simultáneas. Tasamos en los 48 barrios de la Ciudad de Buenos Aires: . ar/tasaciones/spinelli propiedadeswww. spinelliprop. com. ar#Visitas por WhatsApp al +54 9 11 Ver datos#Reservas al Ver datos Ver datos#Consultas a Ver datos#Oficina en Avenida San Juan 3467 - cabadesde 1921 - #OportunidadesGrandesComoUnaCasa",,,,USD,60,/propiedades/clasificado/veclapin-venta-2-ambientes-60-m-sup2--patio-unico-frente-54417368.html,2,"Boedo, Capital Federal",60 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,38,,Virrey Liniers al 800
82999,1,30000,Contactar,"Cochabamba al 400 entre Bolívar y Defensa, San Telmo. Impecable. Listo para mudarse. Departamento dúplex tipo Loft. Planta baja. Lateral. Muy luminoso. Superficie 68 m2 totales y cubiertos. Dúplex. Distribución: Planta baja: Living-comedor con cocina incorporada. Baño completo con bañadera, que hace también de Toilette de recepción por su ubicación. Pisos de cerámica. Planta alta: Dormitorio con ventana exterior y pisos de madera. Bajas Expensas $30. 000 (incluye abl, Aysa). Tiene gas natural. Edificio reciclado hace 12 años. Venta U$S 82. 999. Consultas y visitas Ver datos (WhatsApp). A 1 cuadra de Av. San Juan. A 1 cuadra de Av. Juan de Garay. A 2 cuadras de Plaza Dorrego. A 2 cuadras de Av. Brasil. A 3 cuadras de Parque Lezama. A 5 cuadras de Av. 9 de Julio. Maximiliano Sucksdorf Servicios Inmobiliarios - Cucicba 8128",,,,USD,68,/propiedades/clasificado/veclapin-cochabamba-400-san-telmo-loft-68-m-sup2--duplex-bajas-53256580.html,2,"San Telmo, Capital Federal",68 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,18,,Cochabamba 400
110000,1,60000,Contactar,"Departamento en el piso 2° al frente. Excelente luminosidad. Amplio Hall de acceso al departamento. 1 ascensor. Al ingresar al departamento nos encontramos con un espacio de guardado de doble puerta con estantes y a la derecha con un baño con bidet. Hacia la izquierda se encuentra una cocina integrada con doble mesada que puede utilizarse como barra desayunadora. La cocina cuenta con alacena y bajo mesada. Cuenta con cómodo espacio de guardado. El living comedor de amplia dimensión, presenta confort para un versátil uso. Tiene un ventanal de vidrio que da acceso a un balcón grande con baranda de acero y piso de madera**. Habitación con amplio placard con interiores y baño en suite. -Cochera al frente con entrada individual. -3 bauleras. En el sector de cocheras en el interior del edificio. Pisos de porcelanato en la cocina, baño y living comedor. El edificio cuenta con sum y TerrazaExcelente ubicación. Acceso a metros de Emilio Castro a una cuadra de Av. Alberdi y 4 de Rivadavia. Los datos contenidos en esta publicación (precios, medidas, superficies, imágenes, etc. ) sólo se proporcionan con fines informativos y no generan ninguna obligación contractual para Adrián Mercado Gestión Inmobiliaria S. A. Adrián Mercado Real Estate no asume responsabilidad derivada del uso incorrecto, inapropiado o ilícito de la información publicada. Adrián Mercado Real Estate no garantiza explícita ni implícitamente la exactitud de la información publicada. Toda la información deberá ser confirmada oportunamente con los correspondientes documentos registrales. La información contenida en la presente publicación está sujeta a modificaciones sin previo aviso. Se prohíbe cualquier reproducción total o parcial, por cualquier medio, sin la previa autorización de Adrián Mercado Real Estate. Cucicba Mat. No 5604 Leandro Mercado | cmcpsi Mat. No 5712 Adrián Mercado",,1,,USD,70,/propiedades/clasificado/veclapin-departamento-mataderos-2-ambientes-53904641.html,2,"Mataderos, Capital Federal",70 m² tot.2 amb.1 dorm.1 baño1 coch.,$,1,WhatsApp,18,,Donizetti al 400
98000,1,40000,Contactar,"Ideal vivienda O consultorio. venta 2 ambientes - Apto Profesional. Esmeralda 135 - Centro. 62. 35 m2 cubiertos. 67. 50 m2 totales. Disposición: Frente. Orientación: Noroeste. Piso: 4. Hall de entrada. Living comedor con pisos de paquet. Amplio ventanal. Salida a balcón corrido. Dormitorio con salida a balcón. Aire acondicionado split F/C. Cocina separada (no posee artefacto cocina). Baño completo con bañera. Agua caliente por termotanque eléctrico. Edificio con encargado y seguridad de 7 a 22hs. Nota: debido al proceso inflacionario, se recomienda consultar últimos valores de expensas actualizados. para ventas: La presente oferta de venta está condicionada a la obtención del coti por parte del propietario (Resol. Afip 2371). Observaciones: Las superficies y medidas expresadas son aproximadas y se exponen al sólo efecto orientativo, las definitivas surgirán de la escritura y/o planos aprobados de la propiedad. Las Expensas e impuestos son valores aproximados. Consultar por alquileres para Expatriados, Embajadas, Cuerpo Diplomático y Empresas.",,,,USD,67,/propiedades/clasificado/veclapin-u$s-98.000-2-amb-centro-esmeralda-100-jap-55521999.html,2,"Centro / Microcentro, Capital Federal",67 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,14,,Esmeralda 100 (jap)
73000,1,80000,Contactar,"Corredor Responsable: rmx 1 sas - Lucas Norman cucicba 8008 / cmcpsi 6743- Contacto: Paola Scolari. se vende con renta hasta mayo 2025. - Consultar posibilidad de permuta- Departamento de 2 ambientes y medio de grandes dimensiones. Posibilidades de realizar un 3 ambientes. Disposición al frente, se ubica en un cuarto piso. No cuenta con balcón, La unidad posee cocina separada, horno a gas, calefón. Tiene un dormitorio con placard. Baño completo con bañera. El edificio cuenta con 1 ascensor. Gran accesibilidad: A metros de Av. Rivadavia. Líneas de Colectivos: 1, 2, 5, 8, 36, 46, 49, 53, 57, 63, 86, 88, 92, 96, 104, 107, 113, 136, 163, 182, 195. Área Hospitalaria: Hospital Dr. P. Piñero. No dudes en consultarnos! Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble no es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",,,,USD,60,/propiedades/clasificado/veclapin-depto-2-y-1-2-ambientes-en-venta-villa-luro-55557819.html,2,"Villa Luro, Capital Federal",60 m² tot.2 amb.1 dorm.1 baño,$,1,,15,,Moreto 0
115000,1,75000,Contactar,"Corredor Responsable: Martin Macagno cucicba 6267 / cmcpdjlm 821- Contacto: Inti Gadda. Venta Departamento | 2/3 Ambientes | Cochera | Congreso. Luminoso departamento de dos ambientes en primer piso al frente. Cuenta con cocina separada con desayunador, amplio living comedor, baño completo y dormitorio con placard. Espacio versátil con posibilidad de generar un segundo dormitorio o estudio. Ubicado en una zona estratégica, con acceso a múltiples medios de transporte y rodeado de comercios, universidades y servicios. Subte linea A y C en cercanía; múltiples líneas de colectivo. ¡Ideal para vivir o invertir! Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble no es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",,1,,USD,71,/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-y-cochera-congreso-55473468.html,2,"San Nicolás, Capital Federal",71 m² tot.2 amb.1 dorm.1 baño1 coch.,$,1,WhatsApp,33,,Presidente Luis Sáenz Peña 0
75000,1,,Contactar,"Dto 2 amb lateral, muy luminoso, muy buen estado. Living comedor, cocina integrada c/barra desayunadora, baño completo. Dormitorio c/placard c/interiores. Aacondicionado -frio /calor, ventilador de techo. Dto apto profesional, lateral, vista a Virgilio. (Propiedad No apta para personas con movilidad Reducida. Ley N° 5. 115) Cucicba Mat. 3533/ Mat. 285. Todas las medidas son aproximadas y a solo efecto orientativo. Las medidas reales surgen del respectivo titulo de propiedad.",,,,USD,3219,/propiedades/clasificado/veclapin-dto-2-am-lateral-55539472.html,2,"Villa Real, Capital Federal",3219 m² tot.2 amb.1 dorm.1 baño,,1,WhatsApp,13,,Virgilio  2868
99000,1,14000,Contactar,"Retasado! Antes U$S 110. 000 muy buen dpto en edificio con ascensor. Super amplio, excelente luminosidad Y dos balcones (fte Y contrafte). Ademas cuenta con living-comedor de buenas dimensiones, baño completo con bañadera Y cochera cubierta. Expensas corresponden A ambas unidades- período mayo 2022multiples transportes: Colectivos: 6, 8, 12, 23, 37, 39, 46, 50, 53, 57, 60, 84, 90, 91, 96, 102, 126, 129, 150, 151, 168, 195 Subtes (Metro): entre rios (Línea E), san jose (Línea E) aviso legal: Las descripciones valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de las facturas, títulos y planos. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación. &quot;Para los casos de alquiler de vivienda el monto máximo de comisión que se le puede requerir a los propietarios será el 4, 15 % del valor total del respectivo contrato. Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos, en el caso de ser personas físicas&quot;",,1,,USD,60,/propiedades/clasificado/veclapin-retasado!-amplio-dpto-2-amb-c-balcon-fte-contrafte-53840482.html,2,"Monserrat, Capital Federal",60 m² tot.2 amb.1 dorm.1 baño1 coch.,$,1,,18,,Virrey Cevallos 1000
90000,1,70000,Contactar,"Amplio departamento de 2 Y medio ambientes situado A pasos de avenida gaona Y proximo A su interseccion con avenida honorio pueyrredon (zona cid campeador). (comercios de todo tipo – bancos – instituciones educativas – gastronomia – multiples lineas de colectivos). El mismo cuenta con: comodo living comedor con salida hacia un gran balcon corrido. Cocina separada con sector para despensa O pequeño comedor diario, muebles bajo mesada, alacena, mesada de granito, bacha de acero inoxidable, artefacto de cocina A gas con cuatro hornallas Y horno, espacio para colocar la heladera, calefon, paredes azulejadas de piso A techo, ventilacion Y luz natural; sector de lavadero. Dormitorio principal con vista al frente, placard empotrado Y acceso hacia el balcon. Otro ambiente que puede ser utilizado como segundo dormitorio con placard empotrado. Baño completo con bañera. Aire acondicionado split en el living. Ventiladores de techo en living Y dormitorio. Persianas de enrollar en living Y dormitorio (en este ultimo automatizada). Buena ventilacion Y luz natural. Vista abierta en ochava. Superficie total: 61 m2 aproximados. Venta directa! Cod. 934. libertino estudio inmobiliario. tel: Ver datos. cel: Ver datos (yamil libertino) cel: Ver datos (nahuel libertino) direccion: necochea 412, ramos mejia. Web: www. inmobiliarialibertino. com. mail: Ver datos",,,,USD,61,/propiedades/clasificado/veclapin-depto-de-2-amb-y-medio-con-balcon-corrido-y-cocina-54057182.html,2,"Cid Campeador, Caballito",61 m² tot.2 amb.2 dorm.1 baño,$,2,WhatsApp,22,,CUCHA CUCHA 1097
95000,1,97000,Contactar,"Edificio muy bien ubicado sobre av. Rivadavia al 3900 piso alto. 2 ambientes amplios muy luminoso al contrafrente, con hall de recepción, living comedor, cocina comedor diario con lavadero independiente, dormitorio con placard Y baño completo. Apto profesional O vivienda familiar, excelente ubicación comercial. Las Medidas y Datos son a Título Informativo, las reales surgirán de los Títulos Correspondientes. El presente anuncio es solo a título informativo, pues la venta de dicho inmueble está supeditada a que el propietario tramite ante la afip el coti (Código de Oferta de Transferencia de Inmuebles). Mat cucicba N° 2689.",,,,USD,61,/propiedades/clasificado/veclapin-departamento-2-ambientes-amplios-apto-profesional-54876363.html,2,"Almagro, Capital Federal",61 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,22,,Av. Rivadavia 3991 12° 83
115000,1,$ 1 Expensas,Contactar,"Corredor Responsable: Mariano Aufseher cpi 4251 / Francisco Aufseher cmzc 600- Contacto: Andrea Detta. Venta departamento de 2 ambientes sobre la calle Cabildo, esquina General Paz. Ubicado en el tercer piso, muy luminoso ya que tiene vista abierta. Entrada al living comedor de 3 mts x 6 mts. Con salida al balcón que da a la Av general Paz. Dormitorio de 3 x 3 mts. Baño completo de 2 x 2 mts. Cocina amplia y lavadero. Transportes Cercanos. Colectivos: 15, 19, 21, 28, 57, 59, 60, 68, 71, 117, 130, 133, 151, 152, 161, 168, 184, 194. Trenes: Aristóbulo del Valle (Belgrano Norte), Aristóbulo del Valle (belgrano norte) Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble no es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",,,,USD,64,/propiedades/clasificado/veclapin-venta-departameto-de-2-ambientes-nunez-55571361.html,2,"Núñez, Capital Federal",64 m² tot.2 amb.1 dorm.1 baño,,1,,28,,Avenida Cabildo 4900
Consultar precio,2,40000,Contactar,"Corredor Responsable: Sergio Rua cpi 8154 / Liliana Fernández cmq 1049- Contacto: Nicolas Luis Aguirre. Presentamos un hermoso departamento de 2 ambientes a estrenar en una ubicación privilegiada, sobre Avenida Montes de Oca al 1500. Características destacadas del departamento: Ubicación inmejorable: Situado estratégicamente sobre Avenida Montes de Oca, tendrás a tu alcance una amplia variedad de servicios, comercios y opciones de entretenimiento. ¡Todo lo que necesitas al alcance de tu mano! Disposición frontal: Disfruta de las vistas panorámicas y el vibrante entorno urbano desde la comodidad de tu balcón privado. Amplio living: Un espacioso y acogedor living te espera en este departamento. Crea tu propio oasis personal donde podrás relajarte, recibir a tus seres queridos y disfrutar de momentos inolvidables. Toilette: Además del baño en suite, este departamento cuenta con un práctico toilette adicional, ideal para tus visitas y mayor comodidad. Dormitorio con vestidor y baño en suite: El dormitorio principal está diseñado pensando en tu comodidad y privacidad. Con un generoso vestidor y un baño en suite, tendrás tu propio espacio personalizado y funcional. Cocina con lavadero incorporado. Sum (Salón de usos múltiples): El edificio cuenta con un espacioso sum donde podrás organizar reuniones, eventos sociales o simplemente disfrutar de momentos de esparcimiento con tus vecinos. ¡Imagina las posibilidades! Piscina: Sumérgete en la frescura y el relax de la piscina del edificio. Tendrás un oasis de tranquilidad y diversión al alcance de tu mano. ¡No dejes pasar esta oportunidad! Si estás buscando una vida cómoda, moderna y conectada en Barracas, este departamento es para ti. Contáctanos para obtener más información o para coordinar una visita. ¡Estamos ansiosos por mostrarte tu nuevo hogar! Se deja constancia que las medidas, superficies, m2 y proporciones consignadas son aproximados, al igual que las medidas parciales y/o de los ambientes está sujeto a verificación y/o ajuste. El valor indicado de expensas está sujeto a variación. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. La venta queda sujeta al cumplimiento por parte del propietario de lo establecido por la Resolución General Nº 2371 de afip (coti) beneficio para clientes. Si te falta hasta un 30% del valor de esta propiedad, te ofrecemos solicitar un préstamo a través de Lendar, servicio exclusivo para clientes re/max. Hace la simulación de tu cuota aquí: . ar/quiero-un-prestamo/#simulador. Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",,,,,71,/propiedades/clasificado/veclapin-venta-depto-2-ambientes-sum-barracas-caba-55573769.html,2,"Barracas, Capital Federal",71 m² tot.2 amb.1 dorm.2 baños,$,1,,29,,Avenida Montes de Oca 1500
Consultar precio,1,,Contactar,"Hermoso y amplio departamento de 72m2 al frente de 1 dormitorio con baño completo, living – comedor, cocina amplia integrada, living y dormitorio a balcón terraza. Cochera optativa. Entrega estimada diciembre 2024. Consultanos por unidades disponibles studio, 1 y 2 dormitorios desde 30m2 hasta 65m2. Edificio full amenities. Piscina. Solarium en rooftop. Gym y sum en planta 10. Sector parrillas. Laundry. Cocheras optativas. Seguridad. black newbery se encuentra en una ubicación estratégica en el corazón de Las Cañitas, a pasos de Avda. Luis María Campos, subte D, El Solar de la Abadía Shopping y Avda. Del Libertador. Consultanos por unidades disponibles. no dudes en consultar con southland! Tenemos una importante cartera de propiedades premium para ofrecerte a precios muy convenientes en las mejores zonas de Buenos Aires. Mat. Cucicba 5000. La información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente. Las fotografías exhibidas no son vinculantes ni contractuales. A menos que se mencione expresamente, la propiedad puede o no contar con accesibilidad para personas con movilidad reducida. En caso de venta, la operación está sujeta a la tramitación del Código de Oferta de Transferencia de Inmuebles (coti) por parte del propietario.",,1,,,72,/propiedades/clasificado/veclapin-excelente-amplio-dpto-de-1-dorm-72-m-sup2--en-lo-mejor-54144518.html,2,"Las Cañitas, Palermo",72 m² tot.2 amb.1 dorm.1 baño1 coch.,,1,WhatsApp,5,,Jorge Newbery 1890
115000,,80000,Contactar,"Exelente dpto ubicado en Palermo viejo, a 3 cuadras de Juan B Justo y a 2 de Av. Cordoba. Consta de 2 ambientes con patio de 3x2. 50 mts. Baño completo, dormitorio con vestidor. Comedor: 4. 50x3. 50 | Cocina: 3x1. 80 | Dormitorio: 4. 50x4. oferta provista por topinmobiliario. com - codigo: rsi2497",,,,USD,56,/propiedades/clasificado/veclapin-departamento-2-ambientes-botanico-capital-federal-55447585.html,2,"Botánico, Palermo",56 m² tot.2 amb.1 dorm.,$,1,WhatsApp,18,,Uriarte 1400
107000,1,160000,Contactar,"Venta de Departamento 2 1/2 ambientes en Colegiales, Capital Federal. federico lacroze Y enrique martinez - planta baja - muy luminoso - frente - patio - gran living comedor - dormitorio con placard - escritorio O vestidor - amplia cocina - baño completo - posibilidad de hacer un segundo dormitorio. El valor consignado de expensas está sujeto a variación y/o ajuste. Las medidas y superficies indicados son aproximados y solo a título informativo. Estela donofrio Propiedades - Av. Federico Lacroze 2909 caba // Horarios de atención: Lun a Vie de 10 a 13hs y 15 a 19hs / Sab de 10 a 13hs. xintel(edp-edp-2007)",,,,USD,73,/propiedades/clasificado/veclapin-departamento-2-ambientes.-av-federico-lacroze-3350-55605718.html,2,"Colegiales, Capital Federal",73 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,12,,AV. FEDERICO LACROZE 3350. Entre Enrique martinez y Delgado
